"","income","members","rooms","dwelling","prov","roof","wall","dwelling.own","water","toilet","toilet.share","electricity","landline","cellphone.use","refuse.removal","street.light","radio","hifi","tv","satelite","video","computer","camera","cellphone.own","tv.les","gas.stove","microwave","fridge","washer","district.council","head.absent","head","head.educ","head.age"
"138",7.39029520334137,1,2,"shack","Eastern.Cape","cardboard","mudcement","no","com.borehole","flush.onsite","yes","no","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Waterberg","no","male",10,61
"140",6.03228654162824,6,4,"hut","Eastern.Cape","mudcement","thatching","yes","piped","pit.ventilation","yes","na","not.working","na","yes","no","yes","na","na","yes","yes","yes","yes","na","na","na","na","na","yes","Waterberg","no","male",8,47
"141",6.83759722174514,8,8,"na","Eastern.Cape","cardboard","plastic","yes","na","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","na","yes","yes","na","yes","yes","na","na","yes","Waterberg","no","female",11,49
"142",5.2455160901523,4,3,"semidetached","Eastern.Cape","mudcement","cardboard","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Waterberg","no","male",9,24
"143",5.93293851364496,4,4,"backyard.shack","Eastern.Cape","cardboard","thatching","yes","com.borehole","pit.ventilation","yes","na","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Waterberg","no","female",5,68
"144",6.75779805127574,3,2,"na","Eastern.Cape","cardboard","brick","yes","com.borehole","bucket","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","na","na","na","yes","yes","Waterberg","no","male",11,29
"145",6.7887683634355,3,4,"na","Eastern.Cape","cardboard","na","yes","com.borehole","bucket","yes","na","not.working","na","yes","no","na","na","na","yes","na","yes","yes","na","na","na","yes","na","yes","Waterberg","no","female",9,54
"147",6.95994078387407,1,2,"backyard.shack","Eastern.Cape","cardboard","thatching","yes","com.borehole","pit.ventilation","yes","yes","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","Waterberg","no","female",5,69
"150",5.90620575608934,4,4,"hut","Eastern.Cape","iron","na","yes","com.borehole","flush.onsite","yes","na","not.working","yes","yes","no","yes","na","na","yes","yes","yes","yes","yes","yes","na","na","na","yes","Waterberg","no","female",5,43
"151",4.9416424226093,5,3,"na","Eastern.Cape","cardboard","thatching","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","yes","na","yes","yes","yes","Waterberg","no","female",8,44
"153",7.60089385354802,2,2,"flatlet","Eastern.Cape","cardboard","thatching","yes","com.borehole","pit.ventilation","na","yes","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Waterberg","no","female",4,55
"154",10.38011131014,1,8,"na","KwaZulu.Natal","rock","na","yes","na","na","yes","na","na","na","na","working","yes","na","na","na","yes","yes","yes","na","yes","na","na","na","na","Central","no","male",17,45
"155",10.4042628404486,3,13,"na","KwaZulu.Natal","rock","na","yes","na","na","yes","na","na","na","na","working","na","na","na","na","na","na","na","na","na","na","na","na","na","Central","no","male",13,57
"156",9.57289797907307,2,4,"na","KwaZulu.Natal","rock","na","no","na","na","yes","na","na","na","na","working","na","na","na","yes","na","yes","yes","na","na","yes","na","na","na","Central","no","male",9,70
"157",7.60090245954208,1,4,"na","KwaZulu.Natal","rock","na","no","na","na","yes","na","na","na","na","working","na","na","na","yes","na","yes","yes","na","na","yes","na","na","na","Central","no","female",13,73
"158",9.94030152565884,2,8,"na","KwaZulu.Natal","rock","na","yes","na","na","yes","na","na","na","na","working","na","na","na","na","na","na","na","na","na","na","na","na","na","Central","no","male",13,52
"159",9.25232206878172,4,12,"backyard.shack","KwaZulu.Natal","rock","na","yes","na","na","na","na","not.working","na","na","working","na","na","na","na","na","na","na","na","na","na","na","na","na","Central","no","male",13,36
"160",9.32202429021654,3,10,"na","KwaZulu.Natal","rock","na","yes","na","na","yes","na","na","na","na","working","na","na","yes","na","na","na","na","na","yes","yes","na","na","na","Central","no","male",17,65
"161",8.46975215094971,2,4,"backyard.shack","KwaZulu.Natal","rock","na","no","na","na","yes","na","not.working","na","na","working","yes","yes","yes","yes","na","na","na","na","yes","yes","yes","na","na","Central","no","female",13,44
"162",9.23065489335478,3,8,"na","KwaZulu.Natal","rock","na","yes","na","na","yes","na","na","na","na","working","yes","na","na","yes","na","na","na","na","na","na","na","na","na","Central","no","female",13,52
"163",5.46193882981669,8,3,"backyard.shack","KwaZulu.Natal","cardboard","brick","yes","priv.borehole","pit.ventilation","no","na","not.working","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Central","no","female",7,43
"164",4.78090967564741,4,6,"na","KwaZulu.Natal","plastic","cardboard","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","na","yes","yes","na","na","yes","na","na","yes","Central","no","female",0,37
"166",6.53583461533743,1,2,"backyard.shack","KwaZulu.Natal","cardboard","thatching","no","na","pit.ventilation","no","na","na","na","na","working","yes","yes","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Central","no","male",12,28
"167",6.46839405762639,5,3,"flatlet","KwaZulu.Natal","cardboard","thatching","yes","com.borehole","chemical","yes","na","working","na","na","working","yes","yes","na","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Central","no","female",4,48
"168",7.38394730113107,2,2,"hut","KwaZulu.Natal","rock","thatching","yes","na","pit.ventilation","yes","yes","not.working","na","na","working","na","yes","yes","yes","yes","yes","yes","na","yes","na","yes","na","yes","Central","no","male",0,49
"169",5.79156814821531,9,4,"hut","KwaZulu.Natal","cardboard","sheeting","yes","priv.borehole","pit.ventilation","no","na","not.working","na","yes","no","na","na","yes","yes","na","yes","yes","na","na","yes","yes","na","yes","Central","no","male",10,58
"170",5.65175348962144,4,8,"na","KwaZulu.Natal","rock","na","yes","priv.borehole","chemical","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","na","na","na","yes","na","yes","yes","Central","no","female",10,41
"172",5.66133817288213,5,5,"hut","KwaZulu.Natal","cardboard","thatching","yes","com.borehole","chemical","yes","yes","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Northern Free State","no","male",0,69
"173",5.21829219361253,8,4,"flat","KwaZulu.Natal","wattle","plastic","yes","neighbour","bucket","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","na","na","yes","yes","yes","Northern Free State","no","female",0,57
"174",6.19079346699276,5,2,"na","KwaZulu.Natal","plastic","na","no","na","na","yes","na","not.working","na","na","working","yes","na","na","yes","na","yes","yes","na","na","na","na","na","yes","Ukhahlamba","no","male",7,50
"175",8.96720665502963,1,4,"na","KwaZulu.Natal","iron","na","no","na","na","yes","na","not.working","na","na","working","yes","na","na","yes","na","yes","yes","na","na","yes","na","na","yes","Ukhahlamba","no","female",13,27
"176",6.84054652928869,2,4,"na","KwaZulu.Natal","iron","plastic","no","na","na","yes","na","not.working","na","na","working","yes","na","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Ukhahlamba","no","female",8,51
"180",5.24089646708988,6,4,"hut","KwaZulu.Natal","concrete","thatching","yes","well","chemical","na","yes","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Ukhahlamba","no","female",0,49
"181",4.45969988244165,7,4,"hut","KwaZulu.Natal","concrete","brick","yes","na","pit.ventilation","yes","yes","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Ukhahlamba","no","female",0,26
"182",6.22460403338193,6,6,"flat","KwaZulu.Natal","cardboard","thatching","yes","com.borehole","chemical","na","yes","not.working","na","yes","no","yes","na","na","yes","yes","yes","yes","na","yes","na","yes","na","yes","Ukhahlamba","no","male",9,58
"183",5.94017125272043,3,6,"hut","KwaZulu.Natal","concrete","brick","yes","na","pit.ventilation","yes","yes","not.working","yes","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Ukhahlamba","no","female",0,55
"184",5.25374693210776,16,8,"hut","KwaZulu.Natal","concrete","thatching","yes","na","chemical","yes","yes","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","na","yes","Ukhahlamba","no","male",4,47
"185",4.94368379462218,10,5,"hut","KwaZulu.Natal","concrete","brick","yes","na","pit.ventilation","yes","yes","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Ukhahlamba","no","female",0,72
"187",6.53804995996309,3,-3,"hut","KwaZulu.Natal","concrete","plastic","yes","na","chemical","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Ukhahlamba","no","male",7,-9
"188",5.55207394652368,8,12,"hut","KwaZulu.Natal","concrete","thatching","yes","na","chemical","yes","yes","not.working","na","yes","no","yes","na","yes","yes","yes","yes","yes","na","yes","na","yes","na","no","Ukhahlamba","no","male",0,67
"189",6.46990265969093,3,7,"backyard.shack","KwaZulu.Natal","cardboard","plastic","yes","na","chemical","na","yes","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","yes","na","yes","na","yes","Ukhahlamba","no","female",0,54
"190",5.94347870111158,4,3,"hut","KwaZulu.Natal","concrete","thatching","yes","na","chemical","yes","yes","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Ukhahlamba","no","female",0,58
"192",5.39090841262678,8,4,"hut","KwaZulu.Natal","concrete","thatching","yes","na","chemical","yes","yes","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Ukhahlamba","no","female",0,44
"193",7.06907633962869,3,3,"flat","KwaZulu.Natal","cardboard","plastic","yes","na","chemical","na","yes","not.working","na","yes","no","na","yes","yes","yes","na","yes","yes","na","yes","na","yes","na","yes","Ukhahlamba","no","male",13,29
"194",5.53540610132266,5,8,"hut","KwaZulu.Natal","concrete","plastic","yes","na","chemical","yes","yes","not.working","yes","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Ukhahlamba","no","male",0,54
"195",5.45216644362934,4,3,"flat","KwaZulu.Natal","cardboard","plastic","yes","well","chemical","yes","yes","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Ukhahlamba","no","male",0,50
"197",6.4909460395422,3,3,"hut","KwaZulu.Natal","cardboard","wood","yes","neighbour","pit.ventilation","yes","yes","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Ukhahlamba","no","female",0,61
"198",5.93558428982551,3,7,"hut","KwaZulu.Natal","concrete","thatching","yes","na","chemical","yes","yes","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Ukhahlamba","no","female",0,69
"199",5.6880633969111,3,2,"hut","KwaZulu.Natal","cardboard","wood","yes","neighbour","chemical","yes","yes","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Ukhahlamba","no","female",0,64
"200",5.80495317057741,5,8,"hut","KwaZulu.Natal","cardboard","thatching","yes","na","chemical","yes","yes","not.working","na","yes","no","yes","na","yes","yes","na","yes","yes","na","yes","na","yes","na","yes","Ukhahlamba","no","female",0,65
"202",7.57733760892138,4,8,"backyard.shack","KwaZulu.Natal","cardboard","plastic","yes","na","chemical","yes","yes","not.working","na","yes","no","yes","na","na","yes","na","yes","yes","na","yes","na","yes","na","yes","Ukhahlamba","no","female",0,55
"205",6.3043628808692,4,6,"flatlet","KwaZulu.Natal","cardboard","thatching","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Amatole","no","male",9,38
"206",6.39258299614601,6,4,"na","KwaZulu.Natal","cardboard","na","yes","na","chemical","yes","na","not.working","na","yes","working","na","na","na","yes","na","yes","yes","na","na","yes","na","na","yes","Amatole","no","female",0,47
"207",6.02154420503381,10,3,"na","KwaZulu.Natal","cardboard","brick","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","working","na","na","na","yes","na","yes","yes","yes","na","yes","yes","na","yes","Amatole","no","male",9,65
"208",6.12603711505062,7,3,"na","Limpopo","cardboard","na","yes","na","na","no","na","not.working","na","na","working","yes","na","na","yes","na","yes","yes","na","yes","yes","yes","na","na","Uthungulu","no","female",11,23
"209",3.50655789731998,3,3,"na","Limpopo","cardboard","na","no","na","na","no","na","not.working","na","yes","not.working","yes","na","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Uthungulu","no","female",0,55
"210",5.10029125763007,2,3,"na","Limpopo","plastic","na","yes","na","na","na","na","not.working","na","na","not.working","no","na","yes","yes","no","na","yes","yes","na","na","na","yes","na","Uthungulu","no","male",10,42
"211",7.17011954344963,4,-3,"na","Limpopo","cardboard","na","yes","na","na","no","na","not.working","na","na","working","yes","na","na","yes","na","yes","yes","na","na","na","yes","na","yes","Uthungulu","no","male",8,47
"212",7.14451992624831,7,3,"na","Limpopo","cardboard","na","yes","priv.borehole","na","yes","na","not.working","na","na","working","yes","yes","na","yes","yes","yes","yes","na","na","na","yes","na","yes","Uthungulu","no","female",5,63
"213",6.57088296233958,5,-3,"na","Limpopo","cardboard","na","yes","na","na","yes","na","not.working","na","na","working","na","na","na","na","na","na","na","na","na","na","na","na","na","Uthungulu","no","female",11,39
"214",3.91202300542815,1,3,"na","Limpopo","cardboard","na","no","na","na","no","na","not.working","na","na","not.working","yes","yes","na","yes","yes","yes","yes","yes","na","na","na","na","yes","Uthungulu","no","female",11,45
"215",6.8134445995109,5,4,"na","Limpopo","cardboard","na","yes","na","na","yes","na","not.working","na","na","working","na","na","na","yes","na","yes","yes","na","na","yes","na","na","yes","Uthungulu","no","male",13,45
"217",5.54615353045262,8,4,"semidetached","Limpopo","wattle","na","yes","na","pit.ventilation","yes","na","working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Sekhukhune Cross Boundary","no","female",0,79
"218",6.17282399843172,3,3,"na","Limpopo","cardboard","na","yes","stream","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Sekhukhune Cross Boundary","no","female",0,67
"220",5.4725493596061,7,-3,"hut","Limpopo","cardboard","mudcement","yes","neighbour","flush.onsite","na","na","not.working","na","yes","no","na","na","na","yes","na","yes","yes","na","yes","yes","yes","na","yes","Sekhukhune Cross Boundary","no","male",1,56
"221",5.83946390820787,3,4,"hut","Limpopo","cardboard","brick","yes","na","pit.ventilation","yes","na","not.working","na","yes","no","no","na","yes","yes","yes","yes","yes","na","na","na","yes","yes","yes","Sekhukhune Cross Boundary","no","female",0,81
